id,fixed acidity,volatile acidity,citric acid,residual sugar,flavonoids,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,country,quality
1332,6.7,0.46,0.24,1.7,0.523,0.077,18,34,0.9948,3.39,0.6,10.6,Italy,6
1333,6.7,0.46,0.24,1.7,0.523,0.077,18,34,0.9948,3.39,0.6,10.6,Spain,6
1334,6.7,0.46,0.24,1.7,0.523,0.077,18,34,0.9948,3.39,0.6,10.6,UK,6
1335,6.5,0.52,0.11,1.8,0.521,0.073,13,38,0.9955,3.34,0.52,9.3,UK,5
1336,7.4,0.6,0.26,2.1,0.595,0.083,17,91,0.99616,3.29,0.56,9.8,Italy,6
1337,7.4,0.6,0.26,2.1,0.595,0.083,17,91,0.99616,3.29,0.56,9.8,UK,6
1338,7.8,0.87,0.26,3.8,0.796,0.107,31,67,0.99668,3.26,0.46,9.2,Spain,5
1339,8.4,0.39,0.1,1.7,0.492,0.075,6,25,0.99581,3.09,0.43,9.7,UK,6
1340,9.1,0.775,0.22,2.2,0.6275,0.079,12,48,0.9976,3.18,0.51,9.6,Italy,5
1341,7.2,0.835,0,2,1.0805,0.166,4,11,0.99608,3.39,0.52,10,Italy,5
1342,6.6,0.58,0.02,2.4,0.519,0.069,19,40,0.99387,3.38,0.66,12.6,Italy,6
1343,6,0.5,0,1.4,0.435,0.057,15,26,0.99448,3.36,0.45,9.5,UK,5
1344,6,0.5,0,1.4,0.435,0.057,15,26,0.99448,3.36,0.45,9.5,Italy,5
1345,6,0.5,0,1.4,0.435,0.057,15,26,0.99448,3.36,0.45,9.5,Italy,5
1346,7.5,0.51,0.02,1.7,0.573,0.084,13,31,0.99538,3.36,0.54,10.5,Italy,6
1347,7.5,0.51,0.02,1.7,0.573,0.084,13,31,0.99538,3.36,0.54,10.5,Spain,6
1348,7.5,0.51,0.02,1.7,0.573,0.084,13,31,0.99538,3.36,0.54,10.5,UK,6
1349,7.6,0.54,0.02,1.7,0.587,0.085,17,31,0.99589,3.37,0.51,10.4,Italy,6
1350,7.5,0.51,0.02,1.7,0.573,0.084,13,31,0.99538,3.36,0.54,10.5,UK,6
1351,11.5,0.42,0.48,2.6,0.511,0.077,8,20,0.99852,3.09,0.53,11,Italy,5
1352,8.2,0.44,0.24,2.3,0.447,0.063,10,28,0.99613,3.25,0.53,10.2,UK,6
1353,6.1,0.59,0.01,2.1,0.457,0.056,5,13,0.99472,3.52,0.56,11.4,Italy,5
1354,7.2,0.655,0.03,1.8,0.5865,0.078,7,12,0.99587,3.34,0.39,9.5,Italy,5
1355,7.2,0.655,0.03,1.8,0.5865,0.078,7,12,0.99587,3.34,0.39,9.5,Spain,5
1356,6.9,0.57,0,2.8,0.576,0.081,21,41,0.99518,3.41,0.52,10.8,Italy,5
1357,9,0.6,0.29,2,0.525,0.069,32,73,0.99654,3.34,0.57,10,UK,5
1358,7.2,0.62,0.01,2.3,0.511,0.065,8,46,0.99332,3.32,0.51,11.8,Italy,6
1359,7.6,0.645,0.03,1.9,0.6235,0.086,14,57,0.9969,3.37,0.46,10.3,Spain,5
1360,7.6,0.645,0.03,1.9,0.6235,0.086,14,57,0.9969,3.37,0.46,10.3,Spain,5
1361,7.2,0.58,0.03,2.3,0.559,0.077,7,28,0.99568,3.35,0.52,10,Spain,5
1362,6.1,0.32,0.25,1.8,0.526,0.086,5,32,0.99464,3.36,0.44,10.1,UK,5
1363,6.1,0.34,0.25,1.8,0.522,0.084,4,28,0.99464,3.36,0.44,10.1,Spain,5
1364,7.3,0.43,0.24,2.5,0.519,0.078,27,67,0.99648,3.6,0.59,11.1,UK,6
1365,7.4,0.64,0.17,5.4,1.032,0.168,52,98,0.99736,3.28,0.5,9.5,Spain,5
1366,11.6,0.475,0.4,1.4,0.5975,0.091,6,28,0.99704,3.07,0.65,10.03333333,Italy,6
1367,9.2,0.54,0.31,2.3,0.722,0.112,11,38,0.99699,3.24,0.56,10.9,Italy,5
1368,8.3,0.85,0.14,2.5,0.72,0.093,13,54,0.99724,3.36,0.54,10.1,Italy,5
1369,11.6,0.475,0.4,1.4,0.5975,0.091,6,28,0.99704,3.07,0.65,10.03333333,Spain,6
1370,8,0.83,0.27,2,0.649,0.08,11,63,0.99652,3.29,0.48,9.8,Spain,4
1371,7.2,0.605,0.02,1.9,0.6615,0.096,10,31,0.995,3.46,0.53,11.8,UK,6
1372,7.8,0.5,0.09,2.2,0.725,0.115,10,42,0.9971,3.18,0.62,9.5,Spain,5
1373,7.3,0.74,0.08,1.7,0.692,0.094,10,45,0.99576,3.24,0.5,9.8,Italy,5
1374,6.9,0.54,0.3,2.2,0.602,0.088,9,105,0.99725,3.25,1.18,10.5,Spain,6
1375,8,0.77,0.32,2.1,0.626,0.079,16,74,0.99656,3.27,0.5,9.8,UK,6
1376,6.6,0.61,0,1.6,0.528,0.069,4,8,0.99396,3.33,0.37,10.4,Italy,4
1377,8.7,0.78,0.51,1.7,2.309,0.415,12,66,0.99623,3,1.17,9.2,Spain,5
1378,7.5,0.58,0.56,3.1,0.939,0.153,5,14,0.99476,3.21,1.03,11.6,Spain,6
1379,8.7,0.78,0.51,1.7,2.309,0.415,12,66,0.99623,3,1.17,9.2,Italy,5
1380,7.7,0.75,0.27,3.8,0.775,0.11,34,89,0.99664,3.24,0.45,9.3,Italy,5
1381,6.8,0.815,0,1.2,1.5795,0.267,16,29,0.99471,3.32,0.51,9.8,Italy,3
1382,7.2,0.56,0.26,2,0.583,0.083,13,100,0.99586,3.26,0.52,9.9,Spain,5
1383,8.2,0.885,0.2,1.4,0.6955,0.086,7,31,0.9946,3.11,0.46,10,Spain,5
1384,5.2,0.49,0.26,2.3,0.597,0.09,23,74,0.9953,3.71,0.62,12.2,Italy,6
1385,7.2,0.45,0.15,2,0.525,0.078,10,28,0.99609,3.29,0.51,9.9,Italy,6
1386,7.5,0.57,0.02,2.6,0.556,0.077,11,35,0.99557,3.36,0.62,10.8,UK,6
1387,7.5,0.57,0.02,2.6,0.556,0.077,11,35,0.99557,3.36,0.62,10.8,Spain,6
1388,6.8,0.83,0.09,1.8,0.619,0.074,4,25,0.99534,3.38,0.45,9.6,Italy,5
1389,8,0.6,0.22,2.1,0.58,0.08,25,105,0.99613,3.3,0.49,9.9,Italy,5
1390,8,0.6,0.22,2.1,0.58,0.08,25,105,0.99613,3.3,0.49,9.9,Italy,5
1391,7.1,0.755,0.15,1.8,0.7615,0.107,20,84,0.99593,3.19,0.5,9.5,Spain,5
1392,8,0.81,0.25,3.4,0.623,0.076,34,85,0.99668,3.19,0.42,9.2,UK,5
1393,7.4,0.64,0.07,1.8,0.692,0.1,8,23,0.9961,3.3,0.58,9.6,Spain,5
1394,7.4,0.64,0.07,1.8,0.692,0.1,8,23,0.9961,3.3,0.58,9.6,Italy,5
1395,6.6,0.64,0.31,6.1,0.607,0.083,7,49,0.99718,3.35,0.68,10.3,Spain,5
1396,6.7,0.48,0.02,2.2,0.544,0.08,36,111,0.99524,3.1,0.53,9.7,UK,5
1397,6,0.49,0,2.3,0.487,0.068,15,33,0.99292,3.58,0.59,12.5,Italy,6
1398,8,0.64,0.22,2.4,0.662,0.094,5,33,0.99612,3.37,0.58,11,Italy,5
1399,7.1,0.62,0.06,1.3,0.536,0.07,5,12,0.9942,3.17,0.48,9.8,Italy,5
1400,8,0.52,0.25,2,0.546,0.078,19,59,0.99612,3.3,0.48,10.2,Italy,5
1401,6.4,0.57,0.14,3.9,0.521,0.07,27,73,0.99669,3.32,0.48,9.2,Spain,5
1402,8.6,0.685,0.1,1.6,0.6655,0.092,3,12,0.99745,3.31,0.65,9.55,Italy,6
1403,8.7,0.675,0.1,1.6,0.6525,0.09,4,11,0.99745,3.31,0.65,9.55,Italy,5
1404,7.3,0.59,0.26,2,0.577,0.08,17,104,0.99584,3.28,0.52,9.9,UK,5
1405,7,0.6,0.12,2.2,0.595,0.083,13,28,0.9966,3.52,0.62,10.2,Spain,7
1406,7.2,0.67,0,2.2,0.541,0.068,10,24,0.9956,3.42,0.72,11.1,Italy,6
1407,7.9,0.69,0.21,2.1,0.607,0.08,33,141,0.9962,3.25,0.51,9.9,Italy,5
1408,7.9,0.69,0.21,2.1,0.607,0.08,33,141,0.9962,3.25,0.51,9.9,Italy,5
1409,7.6,0.3,0.42,2,0.35,0.052,6,24,0.9963,3.44,0.82,11.9,UK,6
1410,7.2,0.33,0.33,1.7,0.404,0.061,3,13,0.996,3.23,1.1,10,UK,8
1411,8,0.5,0.39,2.6,0.56,0.082,12,46,0.9985,3.43,0.62,10.7,UK,6
1412,7.7,0.28,0.3,2,0.394,0.062,18,34,0.9952,3.28,0.9,11.3,Italy,7
1413,8.2,0.24,0.34,5.1,0.382,0.062,8,22,0.9974,3.22,0.94,10.9,Spain,6
1414,6,0.51,0,2.1,0.473,0.064,40,54,0.995,3.54,0.93,10.7,Italy,6
1415,8.1,0.29,0.36,2.2,0.327,0.048,35,53,0.995,3.27,1.01,12.4,Italy,7
1416,6,0.51,0,2.1,0.473,0.064,40,54,0.995,3.54,0.93,10.7,Italy,6
1417,6.6,0.96,0,1.8,0.698,0.082,5,16,0.9936,3.5,0.44,11.9,Spain,6
1418,6.4,0.47,0.4,2.4,0.496,0.071,8,19,0.9963,3.56,0.73,10.6,Spain,6
1419,8.2,0.24,0.34,5.1,0.382,0.062,8,22,0.9974,3.22,0.94,10.9,Italy,6
1420,9.9,0.57,0.25,2,0.691,0.104,12,89,0.9963,3.04,0.9,10.1,Spain,5
1421,10,0.32,0.59,2.2,0.481,0.077,3,15,0.9994,3.2,0.78,9.6,Italy,5
1422,6.2,0.58,0,1.6,0.499,0.065,8,18,0.9966,3.56,0.84,9.4,UK,5
1423,10,0.32,0.59,2.2,0.481,0.077,3,15,0.9994,3.2,0.78,9.6,Spain,5
1424,6.5,0.4,0,1.9,0.465,0.069,12,12,1.9994,3.2,0.84,45.3,UK,6
1425,7.3,0.34,0.33,2.5,0.422,0.064,21,37,0.9952,3.35,0.77,12.1,Italy,7
1426,7.8,0.53,0.01,1.6,0.544,0.077,3,19,0.995,3.16,0.46,9.8,UK,5
1427,7.7,0.64,0.21,2.2,0.577,0.077,32,133,0.9956,3.27,0.45,9.9,Italy,5
1428,7.8,0.53,0.01,1.6,0.544,0.077,3,19,0.995,3.16,0.46,9.8,Italy,5
1429,7.5,0.4,0.18,1.6,0.515,0.079,24,58,0.9965,3.34,0.58,9.4,Italy,5
1430,7,0.54,0,2.1,0.557,0.079,39,55,0.9956,3.39,0.84,11.4,Italy,6
1431,6.4,0.53,0.09,3.9,0.774,0.123,14,31,0.9968,3.5,0.67,11,Spain,4
1432,8.3,0.26,0.37,1.4,0.458,0.076,8,23,0.9974,3.26,0.7,9.6,Italy,6
1433,8.3,0.26,0.37,1.4,0.458,0.076,8,23,0.9974,3.26,0.7,9.6,Spain,6
1434,7.7,0.23,0.37,1.8,0.299,0.046,23,60,0.9971,3.41,0.71,12.1,Spain,6
1435,7.6,0.41,0.33,2.5,0.513,0.078,6,23,0.9957,3.3,0.58,11.2,Italy,5
1436,7.8,0.64,0,1.9,0.552,0.072,27,55,0.9962,3.31,0.63,11,UK,5
1437,7.9,0.18,0.4,2.2,0.299,0.049,38,67,0.996,3.33,0.93,11.3,Italy,5
1438,7.4,0.41,0.24,1.8,0.453,0.066,18,47,0.9956,3.37,0.62,10.4,Spain,5
1439,7.6,0.43,0.31,2.1,0.474,0.069,13,74,0.9958,3.26,0.54,9.9,Spain,6
1440,5.9,0.44,0,1.6,0.342,0.042,3,11,0.9944,3.48,0.85,11.7,Italy,6
1441,6.1,0.4,0.16,1.8,0.465,0.069,11,25,0.9955,3.42,0.74,10.1,Spain,7
1442,10.2,0.54,0.37,15.4,1.232,0.214,55,95,1.00369,3.18,0.77,9,Spain,6
1443,10.2,0.54,0.37,15.4,1.232,0.214,55,95,1.00369,3.18,0.77,9,Spain,6
1444,10,0.38,0.38,1.6,0.959,0.169,27,90,0.99914,3.15,0.65,8.5,Spain,5
1445,6.8,0.915,0.29,4.8,0.6245,0.07,15,39,0.99577,3.53,0.54,11.1,Spain,5
1446,7,0.59,0,1.7,0.437,0.052,3,8,0.996,3.41,0.47,10.3,Spain,5
1447,7.3,0.67,0.02,2.2,0.561,0.072,31,92,0.99566,3.32,0.68,11.06666667,Italy,6
1448,7.2,0.37,0.32,2,0.421,0.062,15,28,0.9947,3.23,0.73,11.3,Italy,7
1449,7.4,0.785,0.19,5.2,0.7055,0.094,19,98,0.99713,3.16,0.52,9.566666667,Spain,6
1450,6.9,0.63,0.02,1.9,0.579,0.078,18,30,0.99712,3.4,0.75,9.8,Spain,5
1451,6.9,0.58,0.2,1.75,0.464,0.058,8,22,0.99322,3.38,0.49,11.7,Spain,5
1452,7.3,0.67,0.02,2.2,0.561,0.072,31,92,0.99566,3.32,0.68,11.1,Italy,6
1453,7.4,0.785,0.19,5.2,0.7055,0.094,19,98,0.99713,3.16,0.52,9.6,Spain,6
1454,6.9,0.63,0.02,1.9,0.579,0.078,18,30,0.99712,3.4,0.75,9.8,Spain,5
1455,6.8,0.67,0,1.9,0.601,0.08,22,39,0.99701,3.4,0.74,9.7,Spain,5
1456,6.9,0.58,0.01,1.9,0.574,0.08,40,54,0.99683,3.4,0.73,9.7,Italy,5
1457,7.2,0.38,0.31,2,0.394,0.056,15,29,0.99472,3.23,0.76,11.3,Spain,8
1458,7.2,0.37,0.32,2,0.421,0.062,15,28,0.9947,3.23,0.73,11.3,UK,7
1459,7.8,0.32,0.44,2.7,0.616,0.104,8,17,0.99732,3.33,0.78,11,Spain,7
1460,6.6,0.58,0.02,2,0.484,0.062,37,53,0.99374,3.35,0.76,11.6,Spain,7
1461,7.6,0.49,0.33,1.9,0.517,0.074,27,85,0.99706,3.41,0.58,9,Spain,5
1462,11.7,0.45,0.63,2.2,0.5,0.073,7,23,0.99974,3.21,0.69,10.9,Spain,6
1463,6.5,0.9,0,1.6,0.53,0.052,9,17,0.99467,3.5,0.63,10.9,Spain,6
1464,6,0.54,0.06,1.8,0.412,0.05,38,89,0.99236,3.3,0.5,10.55,Italy,6
1465,7.6,0.49,0.33,1.9,0.517,0.074,27,85,0.99706,3.41,0.58,9,Italy,5
1466,8.4,0.29,0.4,1.7,0.422,0.067,8,20,0.99603,3.39,0.6,10.5,Italy,5
1467,7.9,0.2,0.35,1.7,0.33,0.054,7,15,0.99458,3.32,0.8,11.9,Spain,7
1468,6.4,0.42,0.09,2.3,0.396,0.054,34,64,0.99724,3.41,0.68,10.4,Spain,6
1469,6.2,0.785,0,2.1,0.5355,0.06,6,13,0.99664,3.59,0.61,10,UK,4
1470,6.8,0.64,0.03,2.3,0.567,0.075,14,31,0.99545,3.36,0.58,10.4,Italy,6
1471,6.9,0.63,0.01,2.4,0.569,0.076,14,39,0.99522,3.34,0.53,10.8,Italy,6
1472,6.8,0.59,0.1,1.7,0.492,0.063,34,53,0.9958,3.41,0.67,9.7,Spain,5
1473,6.8,0.59,0.1,1.7,0.492,0.063,34,53,0.9958,3.41,0.67,9.7,Italy,5
1474,7.3,0.48,0.32,2.1,0.454,0.062,31,54,0.99728,3.3,0.65,10,Spain,7
1475,6.7,1.04,0.08,2.3,0.647,0.067,19,32,0.99648,3.52,0.57,11,Italy,4
1476,7.3,0.48,0.32,2.1,0.454,0.062,31,54,0.99728,3.3,0.65,10,Italy,7
1477,7.3,0.98,0.05,2.1,0.599,0.061,20,49,0.99705,3.31,0.55,9.7,Italy,3
1478,10,0.69,0.11,1.4,0.627,0.084,8,24,0.99578,2.88,0.47,9.7,Spain,5
1479,6.7,0.7,0.08,3.75,0.545,0.067,8,16,0.99334,3.43,0.52,12.6,Italy,5
1480,7.6,0.35,0.6,2.6,0.47,0.073,23,44,0.99656,3.38,0.79,11.1,Spain,6
1481,6.1,0.6,0.08,1.8,0.535,0.071,14,45,0.99336,3.38,0.54,11,Spain,5
1482,9.9,0.5,0.5,13.8,1.175,0.205,48,82,1.00242,3.16,0.75,8.8,Italy,5
1483,5.3,0.47,0.11,2.2,0.381,0.048,16,89,0.99182,3.54,0.88,13.56666667,Spain,7
1484,9.9,0.5,0.5,13.8,1.175,0.205,48,82,1.00242,3.16,0.75,8.8,Spain,5
1485,5.3,0.47,0.11,2.2,0.381,0.048,16,89,0.99182,3.54,0.88,13.6,Italy,7
1486,7.1,0.875,0.05,5.7,0.6725,0.082,3,14,0.99808,3.4,0.52,10.2,UK,3
1487,8.2,0.28,0.6,3,0.604,0.104,10,22,0.99828,3.39,0.68,10.6,Italy,5
1488,5.6,0.62,0.03,1.5,0.586,0.08,6,13,0.99498,3.66,0.62,10.1,Italy,4
1489,8.2,0.28,0.6,3,0.604,0.104,10,22,0.99828,3.39,0.68,10.6,Italy,5
1490,7.2,0.58,0.54,2.1,0.744,0.114,3,9,0.99719,3.33,0.57,10.3,Spain,4
1491,8.1,0.33,0.44,1.5,0.309,0.042,6,12,0.99542,3.35,0.61,10.7,Italy,5
1492,6.8,0.91,0.06,2,0.573,0.06,4,11,0.99592,3.53,0.64,10.9,UK,4
1493,7,0.655,0.16,2.1,0.5665,0.074,8,25,0.99606,3.37,0.55,9.7,Spain,5
1494,6.8,0.68,0.21,2.1,0.554,0.07,9,23,0.99546,3.38,0.6,10.3,Spain,5
1495,6,0.64,0.05,1.9,0.522,0.066,9,17,0.99496,3.52,0.78,10.6,Spain,5
1496,5.6,0.54,0.04,1.7,0.407,0.049,5,13,0.9942,3.72,0.58,11.4,Spain,5
1497,6.2,0.57,0.1,2.1,0.411,0.048,4,11,0.99448,3.44,0.76,10.8,Italy,6
1498,7.1,0.22,0.49,1.8,0.261,0.039,8,18,0.99344,3.39,0.56,12.4,Italy,6
1499,5.6,0.54,0.04,1.7,0.407,0.049,5,13,0.9942,3.72,0.58,11.4,Italy,5
1500,6.2,0.65,0.06,1.6,0.445,0.05,6,18,0.99348,3.57,0.54,11.95,Italy,5
1501,7.7,0.54,0.26,1.9,0.607,0.089,23,147,0.99636,3.26,0.59,9.7,Italy,5
1502,6.4,0.31,0.09,1.4,0.423,0.066,15,28,0.99459,3.42,0.7,10,UK,7
1503,7,0.43,0.02,1.9,0.529,0.08,15,28,0.99492,3.35,0.81,10.6,Spain,6
1504,7.7,0.54,0.26,1.9,0.607,0.089,23,147,0.99636,3.26,0.59,9.7,UK,5
1505,6.9,0.74,0.03,2.3,0.492,0.054,7,16,0.99508,3.45,0.63,11.5,UK,6
1506,6.6,0.895,0.04,2.3,0.6085,0.068,7,13,0.99582,3.53,0.58,10.8,Spain,6
